iter	RMSE
524	1.246598896
525	1.24633584
526	1.245863716
527	1.245452786
528	1.245208409
529	1.244956965
530	1.244800504
531	1.244527432
532	1.244106668
533	1.243915184
534	1.243625057
535	1.24334168
536	1.243181932
537	1.242809203
538	1.242388467
539	1.241913102
540	1.241723059
541	1.241666385
542	1.241513506
543	1.241233107
544	1.240958963
545	1.240815112
546	1.240463485
547	1.240203096
548	1.240154797
549	1.23992218
550	1.239538901
551	1.239333999
552	1.239122552
553	1.238984231
554	1.238550986
555	1.238271905
556	1.237875153
557	1.237540571
558	1.237163766
559	1.237161937
560	1.237159929
561	1.237056354
562	1.237034522
563	1.236687524
564	1.23649905
565	1.236150139
566	1.235897626
567	1.235630574
568	1.235471369
569	1.235256214
570	1.235005283
571	1.234955322
572	1.234675684
573	1.234417101
574	1.233922246
575	1.233688497
576	1.233426307
577	1.233164397
578	1.232813861
579	1.2326918
580	1.232541655
581	1.232266289
582	1.232096832
583	1.231754298
584	1.231609499
585	1.231288776
586	1.23075838
587	1.230277673
588	1.230179623
589	1.22973912
590	1.228957959
591	1.228794494
592	1.228564899
593	1.228112031
594	1.227649379
595	1.227208008
596	1.227021838
597	1.226496381
598	1.22643136
599	1.22642207
600	1.226223493
601	1.225969269
602	1.225772527
603	1.225446893
604	1.225255804
605	1.225017876
606	1.224659912
607	1.224649292
608	1.224354066
609	1.224222038
610	1.22405016
611	1.223822256
612	1.223454813
613	1.223117178
614	1.223008622
615	1.222880256
616	1.222721794
617	1.22251835
618	1.222262711
619	1.222043435
620	1.221705178
621	1.221437242
622	1.221421967
623	1.22118416
624	1.220534746
625	1.220307064
626	1.220098022
627	1.220089348
628	1.21975488
629	1.219489928
630	1.219168617
631	1.218876464
632	1.218574991
633	1.217986815
634	1.217630663
635	1.217450548
636	1.217163378
637	1.216891354
638	1.216753173
639	1.216381778
640	1.216112328
641	1.216059562
642	1.215615354
643	1.215376634
644	1.214919099
645	1.214773022
646	1.214431789
647	1.214339581
648	1.213973698
649	1.213717887
650	1.213525895
651	1.213263431
652	1.212947454
653	1.212679366
654	1.21239497
655	1.21224072
656	1.212239175
657	1.211996734
658	1.211789339
659	1.211518764
660	1.211328647
661	1.211065405
662	1.210884885
663	1.21077602
664	1.210598688
665	1.210394695
666	1.210058229
667	1.210056867
668	1.209798511
669	1.209494627
670	1.209333364
671	1.20917863
672	1.208966444
673	1.208610914
674	1.208420643
675	1.208204927
676	1.207983767
677	1.207624503
678	1.207319097
679	1.20704599
680	1.206643818
681	1.206631549
682	1.206475644
683	1.206148436
684	1.205961567
685	1.205616334
686	1.205541226
687	1.205359827
688	1.205130343
689	1.204792662
690	1.204612713
691	1.204394259
692	1.204033401
693	1.203802597
694	1.2037292
695	1.203480869
696	1.203342866
697	1.202895256
698	1.202794705
699	1.202647235
700	1.20231483
701	1.202054253
702	1.201758595
703	1.201465644
704	1.201160197
705	1.200940247
706	1.20050063
707	1.200242385
708	1.200083717
709	1.199938328
710	1.199783589
711	1.199329543
712	1.199132536
713	1.199024078
714	1.198808531
715	1.198800923
716	1.19849069
717	1.198351942
718	1.198198796
719	1.198018001
720	1.197783051
721	1.197538372
722	1.197234881
723	1.197019919
724	1.196774179
725	1.196490741
726	1.196259939
727	1.196201404
728	1.19609017
729	1.195896589
730	1.195641227
731	1.19542463
732	1.195287334
733	1.195098675
734	1.194822618
735	1.194591621
736	1.194422272
737	1.194176818
738	1.193946048
739	1.193904672
740	1.193681991
741	1.193358437
742	1.193201826
743	1.193081751
744	1.192759664
745	1.192498339
746	1.192278116
747	1.191823059
748	1.191593225
749	1.191329741
750	1.191107842
751	1.190743087
752	1.190573329
753	1.190238903
754	1.190083341
755	1.189862936
756	1.189840859
757	1.18952655
758	1.189504406
759	1.189400108
760	1.189064344
761	1.188995763
762	1.188702891
763	1.188474965
764	1.188339747
765	1.188169921
766	1.18788994
767	1.18762732
768	1.187459204
769	1.187356833
770	1.187055687
771	1.186706458
772	1.186333139
773	1.186095942
774	1.185778836
775	1.185600822
776	1.185398333
777	1.185202486
778	1.185007897
779	1.184893326
780	1.184730157
781	1.184494518
782	1.184176828
783	1.183859894
784	1.183504867
785	1.183324772
786	1.182983509
787	1.182856248
788	1.182705357
789	1.182450912
790	1.182165069
791	1.181968854
792	1.181807325
793	1.181600122
794	1.181331865
795	1.181255249
796	1.181093851
797	1.18094567
798	1.180780349
799	1.180326452
800	1.180210616
801	1.179997926
802	1.17966727
803	1.179508617
804	1.17919258
805	1.178994828
806	1.178994497
807	1.178859904
808	1.178620564
809	1.178543961
810	1.178341373
811	1.1782474
812	1.178023397
813	1.177833127
814	1.177691352
815	1.177524816
816	1.17732609
817	1.177134205
818	1.17701203
819	1.176880677
820	1.176514585
821	1.176173043
822	1.175917164
823	1.175778293
824	1.17574534
825	1.17560505
826	1.175443392
827	1.175193526
828	1.174930263
829	1.174708044
830	1.174578695
831	1.174484886
832	1.174312131
833	1.173931372
834	1.173813658
835	1.173693482
836	1.173427623
837	1.173337828
838	1.173064619
839	1.172940191
840	1.172672675
841	1.172431167
842	1.172106315
843	1.172002995
844	1.171706306
845	1.171466372
846	1.171195557
847	1.17096695
848	1.170677079
849	1.170437923
850	1.170239849
851	1.169988156
852	1.169718181
853	1.169399933
854	1.169317785
855	1.169069942
856	1.168871184
857	1.168563045
858	1.168461517
859	1.168349553
860	1.168302282
861	1.168100835
862	1.16804463
863	1.167933974
864	1.167822106
865	1.167462785
866	1.167216599
867	1.167215751
868	1.166891584
869	1.166692737
870	1.166493762
871	1.166318021
872	1.166204981
873	1.165911656
874	1.165767177
875	1.165461405
876	1.165327408
877	1.165146191
878	1.165145516
879	1.165022297
880	1.164825542
881	1.164689935
882	1.164481933
883	1.164325691
884	1.16402255
885	1.16386281
886	1.163667497
887	1.163598876
888	1.163344625
889	1.163185999
890	1.163079068
891	1.163001591
892	1.162802461
893	1.162711204
894	1.162596944
895	1.162380443
896	1.16230125
897	1.162024272
898	1.161891612
899	1.161592135
900	1.161455112
901	1.161380196
902	1.161278013
903	1.16117685
904	1.16098665
905	1.160841546
906	1.160724502
907	1.160669995
908	1.160516688
909	1.160283564
910	1.160169899
911	1.160055964
912	1.159830886
913	1.159712689
914	1.159589927
915	1.159442476
916	1.159279739
917	1.159267127
918	1.159092271
919	1.158891282
920	1.158725582
921	1.158576591
922	1.158335581
923	1.158110896
924	1.157921773
925	1.157789145
926	1.157735525
927	1.157613091
928	1.15737473
929	1.157252563
930	1.157094933
931	1.156926403
932	1.156837293
933	1.15665387
934	1.156346322
935	1.156123348
936	1.155907158
937	1.155649365
938	1.155412239
939	1.155292819
940	1.155024155
941	1.154940522
942	1.154791618
943	1.154631935
944	1.154330325
945	1.15408897
946	1.153797763
947	1.153604914
948	1.153357626
949	1.153179448
950	1.153169432
951	1.153039241
952	1.152875913
953	1.152607278
954	1.152206387
955	1.152122629
956	1.152000386
957	1.151878951
958	1.151778109
959	1.151584364
960	1.151313517
961	1.151180673
962	1.151037548
963	1.150883168
964	1.150542879
965	1.150195051
966	1.150138334
967	1.149809497
968	1.149673994
969	1.149438588
970	1.149310896
971	1.149173322
972	1.149046041
973	1.148916178
974	1.148851547
975	1.148777702
976	1.148755279
977	1.148485564
978	1.148230585
979	1.148188524
980	1.148096551
981	1.148043782
982	1.148010342
983	1.147763744
984	1.147584579
985	1.147488035
986	1.147426018
987	1.147244805
988	1.147218845
989	1.147004445
990	1.146774565
991	1.146675815
992	1.14649291
993	1.1462754
994	1.146014842
995	1.145883228
996	1.145772613
997	1.145715696
998	1.145683674
999	1.145337554
1000	1.14523675
1001	1.144980404
1002	1.144789643
1003	1.144709946
1004	1.144535017
1005	1.144280809
1006	1.144062034
1007	1.143970745
1008	1.143899679
1009	1.143750352
1010	1.143604285
1011	1.143429759
1012	1.143278156
1013	1.143109088
1014	1.142829219
1015	1.142733028
1016	1.142521728
1017	1.142330994
1018	1.142264986
1019	1.142162476
1020	1.142001749
1021	1.141951984
1022	1.141832324
1023	1.141641212
1024	1.141628585
1025	1.141579693
1026	1.141502155
1027	1.14131506
1028	1.141266104
1029	1.141167832
1030	1.140921936
1031	1.140779483
1032	1.140453923
1033	1.140260217
1034	1.140139604
1035	1.139894287
1036	1.139820545
1037	1.139561259
1038	1.139300747
1039	1.139204953
1040	1.139094679
1041	1.138848867
1042	1.138736974
1043	1.138686222
1044	1.138507303
1045	1.138458917
1046	1.138373859
1047	1.138314178
