area,condo_complex,bathrooms,new_address,legal_status,furniture_state,frontage,floors,bedrooms
36.0,0,,"Quận 11, Hồ Chí Minh",Have certificate,,,5.0,
140.0,0,2.0,"Quận 9, Hồ Chí Minh",Have certificate,,5.5,1.0,5.0
30.0,0,,"Quận 10, Hồ Chí Minh",,,,3.0,4.0
42.0,0,,"Đống Đa, Hà Nội",Have certificate,,,4.0,3.0
31.0,0,,"Hà Đông, Hà Nội",Have certificate,Full,5.8,4.0,3.0
47.0,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,Full,3.0,2.0,4.0
75.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Basic,5.1,5.0,6.0
78.0,0,,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,2.0,4.0
71.0,0,4.0,"Quận 9, Hồ Chí Minh",,,5.0,3.0,5.0
35.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Full,3.8,5.0,3.0
33.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,,5.0,3.0
60.7,0,5.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
33.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.48,4.0,4.0
52.0,0,,"Nhà Bè, Hồ Chí Minh",,,,3.0,4.0
73.0,0,5.0,"Thanh Khê, Đà Nẵng",,,,3.0,4.0
40.0,0,4.0,"Thanh Oai, Hà Nội",Have certificate,Full,3.0,4.0,4.0
30.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,6.0,6.0,3.0
28.0,0,2.0,"Quận 6, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
50.0,0,5.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,6.0,4.0
50.0,0,9.0,"Cầu Giấy, Hà Nội",Have certificate,Full,3.8,5.0,9.0
42.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,Full,,5.0,3.0
100.0,1,5.0,"Tân Uyên, Bình Dương",Have certificate,Basic,25.0,3.0,5.0
60.0,0,5.0,"Quận 12, Hồ Chí Minh",Have certificate,,5.0,3.0,4.0
50.0,0,4.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,4.0
35.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,Full,,5.0,3.0
114.8,0,,"Quận 7, Hồ Chí Minh",Have certificate,,5.0,,2.0
22.4,0,1.0,"Quận 8, Hồ Chí Minh",Have certificate,,,1.0,1.0
72.9,0,,"Nha Trang, Khánh Hòa",,Full,,,
392.0,0,,"Nha Trang, Khánh Hòa",Have certificate,,5.0,,
48.0,1,,"Huyện Văn Giang, Hưng Yên",Have certificate,,,,
120.0,1,,"Từ Sơn, Bắc Ninh",,,6.0,,
42.0,0,6.0,"Quận 4, Hồ Chí Minh",Have certificate,Full,5.5,5.0,6.0
68.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,3.8,3.0,3.0
102.0,0,3.0,"Sơn Trà, Đà Nẵng",Have certificate,,5.0,2.0,3.0
290.0,0,1.0,"Ba Vì, Hà Nội",Have certificate,,7.0,,2.0
83.0,0,4.0,"Liên Chiểu, Đà Nẵng",Have certificate,,5.5,1.0,4.0
85.0,0,,"Thanh Hóa, Thanh Hóa",,,5.0,3.0,
137.0,0,,"Quận 12, Hồ Chí Minh",,,5.0,,
52.0,0,5.0,"Thanh Xuân, Hà Nội",Have certificate,Full,,6.0,5.0
156.0,0,2.0,"Nha Trang, Khánh Hòa",Have certificate,Full,8.0,2.0,2.0
50.0,0,,"Phường Việt Hưng, Hà Nội",Have certificate,Full,4.0,4.0,
42.5,0,2.0,"Long Biên, Hà Nội",Have certificate,Full,,4.0,4.0
105.0,0,4.0,"Thủ Dầu Một, Bình Dương",Have certificate,Full,,3.0,5.0
33.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,,4.0,3.0
120.0,1,2.0,"Quận 7, Hồ Chí Minh",Have certificate,,,,2.0
35.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,,,4.0,4.0
36.0,0,,"Hà Đông, Hà Nội",Have certificate,Full,,4.0,
30.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,3.9,3.0,3.0
42.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,,,5.0,4.0
64.0,0,4.0,"Nha Trang, Khánh Hòa",Have certificate,Basic,4.0,3.0,3.0
120.0,0,,"Gò Vấp, Hồ Chí Minh",,,,4.0,
33.0,0,,"Thanh Xuân, Hà Nội",Have certificate,Full,,5.0,
32.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,5.0,3.0
33.0,0,2.0,"Quận 9, Hồ Chí Minh",Have certificate,Basic,6.0,1.0,3.0
33.0,0,4.0,"Cầu Giấy, Hà Nội",Have certificate,Full,4.0,5.0,3.0
100.2,0,1.0,"Đà Lạt, Lâm Đồng",Have certificate,Full,5.0,1.0,1.0
40.0,0,,"Hoài Đức, Hà Nội",Have certificate,,,4.0,
73.0,0,,"Quận 3, Hồ Chí Minh",,,,5.0,
73.0,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,,3.0,4.0
60.0,0,1.0,"Bắc Từ Liêm, Hà Nội",Have certificate,,4.0,1.0,1.0
90.0,1,4.0,"Nha Trang, Khánh Hòa",Sale contract,Full,5.0,3.0,3.0
38.5,0,4.0,"Đống Đa, Hà Nội",Have certificate,Basic,,5.0,6.0
260.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,Full,69.0,1.0,3.0
60.0,0,4.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
80.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
85.0,0,3.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
44.0,0,5.0,"Quận 10, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
31.6,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Full,,5.0,4.0
62.0,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,4.0,4.0,4.0
32.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Full,,5.0,3.0
160.0,1,,"Long Điền, Bà Rịa Vũng Tàu",Sale contract,,8.0,,3.0
73.5,0,4.0,"Vũng Tàu, Bà Rịa Vũng Tàu",Have certificate,Full,5.9,3.0,3.0
138.0,1,3.0,"Quận 8, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
61.0,0,,"Dĩ An, Bình Dương",,,4.0,2.0,
40.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,,4.0,4.0
34.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,,5.0,4.0
52.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,10.0,,
36.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,3.4,4.0,4.0
70.0,1,1.0,"Bến Lức, Long An",Have certificate,,,1.0,2.0
30.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,3.0,4.0,2.0
50.0,0,6.0,"Thanh Trì, Hà Nội",Have certificate,Basic,4.0,7.0,5.0
80.4,1,6.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,6.6,4.0,4.0
80.0,0,,"Tân Phú, Hồ Chí Minh",Have certificate,,,3.0,
40.0,0,,"Tây Hồ, Hà Nội",,,,3.0,
88.0,0,4.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,4.6,3.0,4.0
45.0,0,3.0,"Hoàng Mai, Hà Nội",Have certificate,,,4.0,4.0
55.0,0,5.0,"Ba Đình, Hà Nội",,Full,,5.0,4.0
92.0,0,,"Đảo Phú Quý, Bình Thuận",Have certificate,,,,
100.0,0,4.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,6.0,3.0,3.0
30.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,3.9,5.0,3.0
100.0,0,4.0,"Thủ Dầu Một, Bình Dương",Have certificate,,5.0,3.0,4.0
35.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Full,3.5,4.0,4.0
30.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,,4.0,4.0
252.0,1,3.0,"Rạch Giá, Kiên Giang",Have certificate,Full,10.5,3.0,3.0
32.0,0,,"Thanh Trì, Hà Nội",Have certificate,Basic,4.0,,
55.0,0,,"Long Biên, Hà Nội",Have certificate,Basic,5.0,,
85.0,0,,"Thủ Dầu Một, Bình Dương",,,,2.0,
150.0,1,3.0,"Thuận An, Bình Dương",,,,,4.0
100.0,1,4.0,"Nha Trang, Khánh Hòa",Sale contract,,5.0,3.0,3.0
40.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,,4.5,4.0,4.0
90.0,0,2.0,"Củ Chi, Hồ Chí Minh",Have certificate,,5.0,2.0,5.0
29.8,0,,"Hà Đông, Hà Nội",,,,4.0,
90.0,0,,"Thủ Dầu Một, Bình Dương",Have certificate,,,1.0,2.0
33.0,0,2.0,"Thanh Khê, Đà Nẵng",Have certificate,,4.0,3.0,3.0
79.1,0,4.0,"Ninh Kiều, Cần Thơ",Have certificate,,4.0,4.0,4.0
63.0,1,,"Văn Giang, Hưng Yên",Have certificate,,5.0,5.0,
55.0,0,1.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,4.0,1.0,1.0
36.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,,,5.0,3.0
95.0,0,4.0,"Thủ Đức, Hồ Chí Minh",,,,3.0,4.0
93.0,0,,"Sơn Trà, Đà Nẵng",,,,,
42.0,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,,5.0,4.0
57.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,4.2,3.0,3.0
40.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Full,3.5,5.0,3.0
40.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.0,2.0,2.0
85.0,0,6.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,4.5,5.0,6.0
64.0,0,3.0,"Dĩ An, Bình Dương",Have certificate,Full,4.0,3.0,3.0
90.0,0,5.0,"Quận 12, Hồ Chí Minh",,Full,,4.0,4.0
100.0,1,,"Hoằng Hóa, Thanh Hóa",Have certificate,,5.0,4.0,
240.0,0,3.0,"Thủ Dầu Một, Bình Dương",Have certificate,Basic,,1.0,3.0
85.0,0,2.0,"Sơn Trà, Đà Nẵng",Have certificate,Basic,,,2.0
92.7,0,7.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,4.0,7.0
61.5,0,,"Bắc Từ Liêm, Hà Nội",,,4.0,3.0,5.0
42.0,0,,"Tân Bình, Hồ Chí Minh",,,4.0,3.0,
108.0,0,2.0,"Long Thành, Đồng Nai",Have certificate,Basic,6.0,1.0,2.0
36.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,3.7,3.0,3.0
108.0,0,6.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.0,3.0,6.0
100.0,0,,"Nha Trang, Khánh Hòa",,,5.0,4.0,
29.1,0,,"Hai Bà Trưng, Hà Nội",,Full,,5.0,
52.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,4.0,2.0,3.0
100.0,0,3.0,"Liên Chiểu, Đà Nẵng",Have certificate,Full,5.0,3.0,4.0
45.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
36.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,Full,,4.0,3.0
90.0,1,3.0,"Bến Lức, Long An",,,6.0,2.0,4.0
42.0,0,5.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Basic,4.2,5.0,4.0
48.0,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,5.7,5.0,4.0
47.0,0,3.0,"Quận 6, Hồ Chí Minh",Have certificate,Full,,4.0,5.0
51.5,0,5.0,"Quận 2, Hồ Chí Minh",Have certificate,,4.2,3.0,4.0
32.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,4.1,5.0,3.0
65.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,4.0,2.0,2.0
37.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,,,,3.0
60.0,0,5.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.0,5.0,4.0
45.0,0,,"Hà Đông, Hà Nội",Have certificate,,7.0,5.0,5.0
47.0,0,7.0,"Ninh Kiều, Cần Thơ",Have certificate,Full,4.0,2.0,6.0
68.0,0,3.0,"Dĩ An, Bình Dương",Have certificate,,4.5,2.0,3.0
80.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,,,2.0,4.0
62.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.0,4.0,4.0
38.4,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,3.2,3.0,4.0
60.0,1,5.0,"Văn Giang, Hưng Yên",Have certificate,Basic,5.0,5.0,6.0
160.0,0,1.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,4.0,1.0,2.0
41.0,0,5.0,"Thanh Xuân, Hà Nội",Have certificate,Full,3.4,5.0,7.0
44.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,,5.0,4.0,4.0
110.0,1,6.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,Full,5.0,5.0,6.0
70.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,2.0
79.2,1,1.0,"Quận 8, Hồ Chí Minh",Sale contract,Basic,10.0,2.0,1.0
35.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Basic,4.0,5.0,
35.0,0,3.0,"Thanh Oai, Hà Nội",Have certificate,Basic,,3.0,3.0
98.0,0,,"Long Biên, Hà Nội",Have certificate,,4.5,,
56.0,1,,"Văn Giang, Hưng Yên",,,,,
75.0,1,,"Quận 9, Hồ Chí Minh",Have certificate,Full,,3.0,
81.8,0,,"Gò Vấp, Hồ Chí Minh",,,,,
73.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.5,4.0,4.0
42.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Full,3.3,4.0,4.0
71.8,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,4.0,3.0,4.0
40.0,0,4.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
45.0,0,,"Hà Đông, Hà Nội",Have certificate,,,5.0,
95.0,0,,"Gia Lâm, Hà Nội",Have certificate,Full,,3.0,6.0
32.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,4.0,4.0
40.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,5.0,4.0
56.0,0,5.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,5.0,4.0
71.0,0,5.0,"Gò Vấp, Hồ Chí Minh",Have certificate,,4.3,4.0,4.0
75.0,1,3.0,"Thủy Nguyên, Hải Phòng",Have certificate,,5.0,3.0,4.0
60.0,0,4.0,"Hải An, Hải Phòng",Have certificate,Full,5.0,4.0,4.0
65.0,0,,"Hà Đông, Hà Nội",Have certificate,Full,,,
37.0,0,2.0,"Lê Chân, Hải Phòng",Have certificate,,3.8,3.0,3.0
38.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,4.0,5.0,3.0
36.0,0,4.0,"Nam Từ Liêm, Hà Nội",,,3.6,5.0,3.0
34.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
72.0,0,5.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,7.0,3.0,5.0
39.0,0,2.0,"Long Biên, Hà Nội",Have certificate,Full,3.8,3.0,2.0
65.0,1,3.0,"Văn Giang, Hưng Yên",Sale contract,,5.0,5.0,6.0
105.0,1,4.0,"Thủ Dầu Một, Bình Dương",Have certificate,Full,5.0,3.0,3.0
72.0,0,1.0,"Lê Chân, Hải Phòng",,,4.5,1.0,1.0
110.0,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,6.0,3.0,5.0
49.0,0,3.0,"Thanh Khê, Đà Nẵng",Have certificate,Full,4.0,3.0,4.0
40.0,0,4.0,"Thanh Trì, Hà Nội",Have certificate,Full,,4.0,4.0
77.0,0,5.0,"Nha Trang, Khánh Hòa",Have certificate,Full,4.0,4.0,4.0
258.0,0,2.0,"Bến Lức, Long An",Have certificate,,,1.0,3.0
80.0,0,,"Sơn Trà, Đà Nẵng",Have certificate,,4.5,3.0,
67.5,1,4.0,"Kiến An, Hải Phòng",Have certificate,,4.5,4.0,4.0
40.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,,,4.0,4.0
66.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.1,5.0,4.0
35.0,0,,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,,5.0,
90.0,0,4.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,5.0,4.0,4.0
48.0,0,1.0,"Hà Đông, Hà Nội",Have certificate,,,,2.0
110.0,0,2.0,"Vĩnh Cửu, Đồng Nai",Have certificate,Basic,5.5,2.0,3.0
80.0,0,,"Biên Hòa, Đồng Nai",Have certificate,Basic,3.0,,
60.0,0,5.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,3.5,2.0,6.0
36.0,0,,"Long Biên, Hà Nội",Have certificate,,,5.0,
46.0,0,7.0,"Hoàng Mai, Hà Nội",Have certificate,,,5.0,7.0
35.0,0,2.0,"Tây Hồ, Hà Nội",Have certificate,Full,4.0,3.0,2.0
52.0,0,,"Tân Bình, Hồ Chí Minh",,,4.0,4.0,
16.0,0,2.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,3.0,2.0,2.0
100.0,0,1.0,"Rạch Giá, Kiên Giang",Have certificate,Basic,5.0,4.0,1.0
95.0,0,4.0,"Quận 12, Hồ Chí Minh",,Full,5.0,3.0,4.0
120.0,0,2.0,"Quận 12, Hồ Chí Minh",,,8.0,1.0,2.0
67.0,0,1.0,"Huyện Đông Anh, Hà Nội",Have certificate,Basic,4.35,1.0,2.0
35.0,0,3.0,"Quận 10, Hồ Chí Minh",Have certificate,Full,3.5,3.0,3.0
30.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,,,4.0,3.0
38.0,0,,"Thanh Trì, Hà Nội",Have certificate,,,,
30.0,0,4.0,"Thanh Trì, Hà Nội",Have certificate,,,4.0,4.0
55.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Full,5.0,5.0,4.0
52.0,1,,"Văn Giang, Hưng Yên",Have certificate,Basic,,5.0,
63.0,0,4.0,"Quận 10, Hồ Chí Minh",Have certificate,Basic,5.2,3.0,4.0
39.5,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,,,4.0,3.0
35.0,0,4.0,"Hoàng Mai, Hà Nội",,,,5.0,3.0
31.0,0,,"Thanh Xuân, Hà Nội",Have certificate,Full,,5.0,
73.0,0,4.0,"Quận 2, Hồ Chí Minh",,,4.5,3.0,4.0
90.0,0,4.0,"Liên Chiểu, Đà Nẵng",,,,,3.0
30.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,,6.0,3.0
36.0,0,2.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
37.3,0,,"Long Biên, Hà Nội",Have certificate,Full,4.5,5.0,3.0
34.2,0,,"Hoài Đức, Hà Nội",,,3.2,3.0,
72.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,Full,4.0,1.0,3.0
56.0,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,,3.0,3.0
110.0,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,,2.0,3.0
30.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,3.1,4.0,3.0
35.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,,4.0,4.0
69.0,0,4.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,4.0,3.0,4.0
56.0,0,6.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,4.0,6.0
60.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.0,4.0,4.0
36.0,0,9.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,,5.0,9.0
35.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Basic,4.0,5.0,3.0
49.0,0,4.0,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,,4.0,4.0
42.6,0,,"Thanh Xuân, Hà Nội",Have certificate,,,5.0,3.0
78.0,0,4.0,"Quận 2, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
95.0,1,,"Thái Thuỵ, Thái Bình",Sale contract,,5.0,5.0,
38.0,0,4.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,,4.0,4.0
140.0,1,2.0,"Quận 9, Hồ Chí Minh",Have certificate,Basic,,1.0,
32.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
255.0,0,4.0,"Biên Hòa, Đồng Nai",Have certificate,,7.0,1.0,4.0
52.0,0,,"Tây Hồ, Hà Nội",,,,5.0,3.0
36.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
61.0,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,,,2.0,4.0
35.5,0,2.0,"Thanh Khê, Đà Nẵng",Have certificate,Basic,3.0,2.0,2.0
72.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,,5.2,3.0,
81.0,0,3.0,"Quận 6, Hồ Chí Minh",Have certificate,,4.13,2.0,3.0
88.0,0,2.0,"Hóc Môn, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
100.0,1,4.0,"Tân An, Long An",Have certificate,,,3.0,4.0
109.0,0,1.0,"Hóc Môn, Hồ Chí Minh",,Full,4.0,1.0,2.0
40.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,
110.0,1,5.0,"Thủy Nguyên, Hải Phòng",,,5.0,3.0,4.0
36.0,0,5.0,"Thanh Trì, Hà Nội",Have certificate,Full,,4.0,4.0
60.0,0,,"Tân Bình, Hồ Chí Minh",,,4.0,2.0,
31.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,3.3,5.0,3.0
39.0,0,,"Long Biên, Hà Nội",Have certificate,,,5.0,
87.5,1,5.0,"Thanh Hóa, Thanh Hóa",Have certificate,,,4.0,5.0
37.3,0,,"Chương Mỹ, Hà Nội",Have certificate,,5.0,4.0,
43.5,0,,"Đống Đa, Hà Nội",Have certificate,,,4.0,3.0
35.0,0,1.0,"Hồng Bàng, Hải Phòng",Have certificate,Basic,,2.0,1.0
46.0,1,,"Quận 9, Hồ Chí Minh",Have certificate,Basic,8.0,,
170.0,0,4.0,"Sơn Trà, Đà Nẵng",Have certificate,Full,6.5,3.0,5.0
60.0,0,,"Quận 7, Hồ Chí Minh",Have certificate,Full,4.9,3.0,
90.0,0,6.0,"Bình Chánh, Hồ Chí Minh",,Basic,,5.0,6.0
80.0,0,,"Gò Vấp, Hồ Chí Minh",,,,,
38.0,0,4.0,"Ba Đình, Hà Nội",,,4.7,6.0,3.0
65.5,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,5.0,3.0,3.0
40.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
36.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,,4.0,3.0
100.0,1,4.0,"Tân Uyên, Bình Dương",,,,3.0,4.0
61.2,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,,3.0,5.0
48.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,,4.0,3.0,4.0
104.5,1,4.0,"Vinh, Nghệ An",,,7.5,4.0,6.0
50.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Basic,4.0,5.0,5.0
43.0,0,3.0,"Quận 8, Hồ Chí Minh",Have certificate,,3.5,2.0,3.0
46.0,0,3.0,"Hải An, Hải Phòng",Have certificate,Basic,5.0,3.0,3.0
60.0,0,1.0,"Quận 12, Hồ Chí Minh",,Basic,4.0,1.0,2.0
32.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,,5.0,3.0
137.0,1,1.0,"Thanh Trì, Hà Nội",Sale contract,Basic,6.0,2.0,
62.0,0,3.0,"Bình Tân, Hồ Chí Minh",,,4.0,5.0,5.0
50.0,0,5.0,"Hà Đông, Hà Nội",Have certificate,,4.0,5.0,6.0
72.0,0,2.0,"Liên Chiểu, Đà Nẵng",Have certificate,,4.5,2.0,3.0
88.0,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,4.3,3.0,4.0
160.0,1,3.0,"Vân Đồn, Quảng Ninh",Sale contract,,10.0,3.0,3.0
37.0,0,2.0,"Tây Hồ, Hà Nội",Have certificate,,3.2,3.0,3.0
57.3,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,4.5,5.0,4.0
47.0,1,3.0,"Nha Trang, Khánh Hòa",Have certificate,Full,6.0,4.0,3.0
35.0,0,,"Hà Đông, Hà Nội",,Full,,5.0,
68.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,,,4.0,4.0
38.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,4.0,4.0,4.0
96.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,Full,4.8,2.0,3.0
15.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,3.0,2.0,2.0
35.0,0,,"Hà Đông, Hà Nội",Have certificate,Full,3.5,4.0,
110.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,6.5,2.0,2.0
100.0,0,3.0,"An Dương, Hải Phòng",Have certificate,Basic,5.0,3.0,3.0
80.0,1,3.0,"Huế, Thừa Thiên Huế",Sale contract,,,3.0,3.0
89.0,0,5.0,"Thủ Đức, Hồ Chí Minh",,Full,5.1,3.0,5.0
48.0,0,3.0,"Quận 5, Hồ Chí Minh",Have certificate,Basic,3.75,2.0,3.0
85.0,0,6.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.2,4.0,5.0
56.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
60.0,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,,,3.0,
35.0,0,,"Long Biên, Hà Nội",,,3.5,5.0,
90.0,1,4.0,"Nha Trang, Khánh Hòa",Sale contract,Full,,3.0,3.0
34.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,,5.0,
81.0,0,2.0,"Thuận An, Bình Dương",Have certificate,Full,5.0,2.0,3.0
30.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,2.0,3.0
42.0,0,,"Long Biên, Hà Nội",,,,,
87.0,0,5.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,9.0,4.0,5.0
48.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,5.0,2.0,3.0
38.0,0,5.0,"Cầu Giấy, Hà Nội",Have certificate,,46.0,6.0,4.0
23.0,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
90.0,1,,"Tân Uyên, Bình Dương",Have certificate,,,,4.0
42.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,,,2.0,2.0
34.0,0,,"Hà Đông, Hà Nội",,,,4.0,4.0
109.0,0,2.0,"Vĩnh Cửu, Đồng Nai",Have certificate,Full,5.5,2.0,3.0
34.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,5.5,5.0,3.0
