area,condo_complex,bathrooms,new_address,legal_status,furniture_state,frontage,floors,bedrooms
63.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,,4.0,3.0,3.0
26.6,0,,"Quận 7, Hồ Chí Minh",Have certificate,,3.0,2.0,2.0
51.0,0,2.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,,3.0,4.0
64.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,,4.0,4.0
40.7,0,,"Gò Vấp, Hồ Chí Minh",,,,,
102.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,,6.0,1.0,3.0
45.0,0,1.0,"Hải Châu, Đà Nẵng",Have certificate,Full,5.8,2.0,2.0
66.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,,4.0,4.0
56.0,1,4.0,"Văn Giang, Hưng Yên",Have certificate,Basic,4.0,4.0,4.0
61.4,0,3.0,"Tân Bình, Hồ Chí Minh",Have certificate,,4.0,2.0,4.0
120.0,0,,"Gò Vấp, Hồ Chí Minh",,,,2.0,
150.0,0,,"Đà Lạt, Lâm Đồng",Have certificate,Full,6.0,2.0,3.0
32.0,0,4.0,"Long Biên, Hà Nội",Have certificate,,,6.0,4.0
70.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Full,7.0,4.0,3.0
42.8,0,2.0,"Thuận An, Bình Dương",Have certificate,,4.5,2.0,2.0
56.0,0,,"Tân Phú, Hồ Chí Minh",,,,4.0,4.0
32.0,0,3.0,"Bắc Từ Liêm, Hà Nội",,,,4.0,3.0
63.0,0,,"Nam Từ Liêm, Hà Nội",,Full,6.0,7.0,8.0
50.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.2,4.0,4.0
157.0,1,3.0,"Tân Uyên, Bình Dương",,,,3.0,4.0
32.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,3.0,2.0,2.0
186.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,,5.9,,2.0
58.0,0,5.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.5,5.0,4.0
40.0,0,6.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.0,7.0,5.0
34.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,5.0,3.0
29.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Basic,,,3.0
60.0,0,4.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,3.0,3.0
180.0,1,4.0,"Từ Sơn, Bắc Ninh",Sale contract,,9.0,3.0,5.0
31.0,0,5.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,4.2,6.0,4.0
56.5,0,1.0,"Thuận An, Bình Dương",Have certificate,,,,2.0
45.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,4.0,4.0
40.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,,2.0,2.0
100.0,0,4.0,"Cẩm Lệ, Đà Nẵng",Have certificate,,,3.0,3.0
40.0,0,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.0,3.0,3.0
49.0,0,4.0,"Thanh Khê, Đà Nẵng",Have certificate,Full,4.0,3.0,4.0
50.1,0,5.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,,4.0,4.0
50.0,0,,"Quận 1, Hồ Chí Minh",Have certificate,,,4.0,
45.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,8.0,4.0,4.0
77.0,0,1.0,"Hóc Môn, Hồ Chí Minh",,,5.0,1.0,3.0
34.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,3.6,4.0,3.0
32.0,0,3.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,5.0,3.0
60.0,0,5.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,5.0,4.0,4.0
52.0,0,,"Nam Từ Liêm, Hà Nội",,,,5.0,
34.0,0,3.0,"Hoàng Mai, Hà Nội",Have certificate,,3.3,3.0,3.0
40.0,0,,"Bình Tân, Hồ Chí Minh",Have certificate,,,,
75.0,0,4.0,"Lê Chân, Hải Phòng",Have certificate,,7.6,4.0,4.0
55.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,,5.0,
40.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,,4.0,4.0,4.0
107.0,0,1.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,,5.0,1.0,1.0
100.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,5.0,3.0,5.0
102.0,0,,"Biên Hòa, Đồng Nai",Have certificate,,6.0,,
36.0,0,2.0,"Bình Thạnh, Hồ Chí Minh",,,,2.0,2.0
39.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Basic,3.5,4.0,4.0
80.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
107.2,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,,5.0,,
54.0,0,3.0,"Quận 9, Hồ Chí Minh",,,5.0,3.0,3.0
70.0,0,3.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,5.0,3.0,3.0
63.0,1,2.0,"Tân Uyên, Bình Dương",Have certificate,,,2.0,2.0
45.0,0,9.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,,5.0,9.0
90.0,1,,"Bình Chánh, Hồ Chí Minh",Have certificate,,5.0,3.0,4.0
120.0,0,,"Thủ Dầu Một, Bình Dương",Have certificate,Basic,4.0,,
72.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,,2.0
112.0,0,5.0,"Bình Tân, Hồ Chí Minh",,,8.0,3.0,5.0
82.0,0,2.0,"Nhơn Trạch, Đồng Nai",Have certificate,Basic,,,2.0
42.0,0,5.0,"Đống Đa, Hà Nội",Have certificate,Full,5.0,6.0,6.0
40.0,0,,"Đống Đa, Hà Nội",Have certificate,,3.7,4.0,
104.0,1,,"Quận 2, Hồ Chí Minh",,,,2.0,
190.0,1,4.0,"Mê Linh, Hà Nội",Sale contract,,10.0,3.0,4.0
32.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Basic,,,3.0
42.0,0,5.0,"Cầu Giấy, Hà Nội",Have certificate,Basic,,5.0,8.0
42.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Basic,4.5,4.0,3.0
60.0,0,3.0,"Hạ Long, Quảng Ninh",Have certificate,Basic,5.0,3.0,3.0
85.0,0,5.0,"Quận 12, Hồ Chí Minh",Have certificate,,,5.0,5.0
66.0,0,2.0,"Hóc Môn, Hồ Chí Minh",Have certificate,Basic,4.2,2.0,2.0
38.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,3.5,4.0,3.0
43.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,5.2,4.0,4.0
67.1,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
89.5,0,4.0,"Thủ Dầu Một, Bình Dương",Have certificate,,,,6.0
70.0,0,6.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,5.5,4.0,4.0
106.7,0,3.0,"Cẩm Lệ, Đà Nẵng",Have certificate,Basic,,3.0,4.0
27.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,,35.0,4.0,3.0
60.0,0,3.0,"Nha Trang, Khánh Hòa",Have certificate,Full,4.1,3.0,3.0
35.2,0,4.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Full,3.2,4.0,4.0
96.0,0,1.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,,1.0,2.0
80.0,0,5.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,4.0,4.0,5.0
33.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,6.1,5.0,3.0
52.0,0,,"Quận 8, Hồ Chí Minh",Have certificate,,4.0,2.0,3.0
72.0,0,5.0,"Gò Vấp, Hồ Chí Minh",,,,4.0,4.0
70.0,1,,"Việt Yên, Bắc Giang",Have certificate,,,,
54.0,0,4.0,"Thanh Trì, Hà Nội",Have certificate,Basic,5.0,5.0,4.0
102.5,1,3.0,"Nha Trang, Khánh Hòa",Have certificate,,5.0,4.0,4.0
100.0,0,,"Từ Sơn, Bắc Ninh",Have certificate,,5.0,3.0,
68.0,1,2.0,"Bến Lức, Long An",Have certificate,,4.0,2.0,3.0
50.0,0,,"Gò Vấp, Hồ Chí Minh",,,,4.0,4.0
70.0,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,3.0,2.0,3.0
50.0,0,,"Thanh Xuân, Hà Nội",Have certificate,,4.0,,5.0
60.0,1,,"Văn Giang, Hưng Yên",,,4.0,5.0,
67.0,0,,"Quận 12, Hồ Chí Minh",,,,3.0,5.0
90.0,1,3.0,"Bình Chánh, Hồ Chí Minh",Sale contract,Basic,,,4.0
48.0,0,4.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,4.0,3.0
120.0,1,4.0,"Sơn Trà, Đà Nẵng",Have certificate,,6.0,3.0,3.0
55.0,0,,"Cầu Giấy, Hà Nội",Have certificate,Full,,4.0,4.0
230.0,0,3.0,"Thanh Khê, Đà Nẵng",,,,1.0,3.0
33.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,,5.0,4.0
98.0,0,5.0,"Dĩ An, Bình Dương",Have certificate,,5.0,1.0,5.0
112.5,0,4.0,"Cẩm Lệ, Đà Nẵng",Have certificate,Full,5.0,3.0,4.0
90.0,0,4.0,"Liên Chiểu, Đà Nẵng",Have certificate,,5.0,3.0,4.0
91.0,1,,"Hạ Long, Quảng Ninh",,,,6.0,
71.0,0,2.0,"Hải Châu, Đà Nẵng",Have certificate,Full,8.8,4.0,2.0
189.0,0,3.0,"Trảng Bom, Đồng Nai",Have certificate,Full,5.0,1.0,3.0
31.5,0,3.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,4.0,3.0
38.0,0,,"Tây Hồ, Hà Nội",Have certificate,,5.0,6.0,
114.0,1,,"Thủ Dầu Một, Bình Dương",,,,4.0,
30.0,0,2.0,"Quận 12, Hồ Chí Minh",Sale contract,Basic,,2.0,2.0
40.0,0,,"Hà Đông, Hà Nội",Have certificate,,,5.0,
35.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,,,5.0,3.0
22.5,0,1.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Basic,,,2.0
94.6,0,4.0,"Sơn Trà, Đà Nẵng",Have certificate,,4.3,3.0,3.0
443.0,0,3.0,"Cam Lâm, Khánh Hòa",Have certificate,,10.5,,4.0
143.0,0,4.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,,,4.0
33.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,,5.0,4.0
98.0,0,1.0,"Hải Châu, Đà Nẵng",Have certificate,,5.0,1.0,1.0
31.0,0,4.0,"Long Biên, Hà Nội",,,,5.0,3.0
55.0,0,,"Quận 10, Hồ Chí Minh",,,,3.0,
156.0,1,,"Quận 8, Hồ Chí Minh",Sale contract,,,2.0,
68.0,0,4.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
150.0,0,6.0,"Củ Chi, Hồ Chí Minh",Have certificate,,5.0,,6.0
85.0,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,,,2.0,3.0
76.0,0,3.0,"Gò Vấp, Hồ Chí Minh",,,,3.0,3.0
50.0,0,,"Đống Đa, Hà Nội",Have certificate,Basic,4.0,5.0,5.0
40.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Basic,3.0,4.0,3.0
40.0,0,6.0,"Ba Đình, Hà Nội",Have certificate,Basic,4.0,7.0,6.0
103.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,,7.0,1.0,2.0
24.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
30.9,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.91,5.0,3.0
69.0,0,4.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Full,4.0,3.0,4.0
57.0,0,3.0,"Quận 6, Hồ Chí Minh",Have certificate,Basic,4.4,3.0,4.0
35.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,3.5,4.0,3.0
66.7,0,,"Bình Tân, Hồ Chí Minh",Have certificate,,,1.0,
95.0,1,3.0,"Thủ Dầu Một, Bình Dương",,,5.0,4.0,4.0
31.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,3.7,5.0,3.0
100.0,1,4.0,"Từ Sơn, Bắc Ninh",Have certificate,Basic,5.0,3.0,4.0
40.0,0,3.0,"Bình Chánh, Hồ Chí Minh",Have certificate,,6.0,2.0,3.0
35.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Basic,4.0,5.0,3.0
40.0,0,5.0,"Ba Đình, Hà Nội",Have certificate,Full,3.6,5.0,3.0
41.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.6,4.0,4.0
55.4,0,2.0,"Sơn Trà, Đà Nẵng",Have certificate,Basic,4.4,2.0,2.0
63.0,0,4.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
54.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,,6.0,2.0,4.0
41.0,0,3.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,,,4.0,4.0
35.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,,3.5,5.0,3.0
80.0,1,4.0,"Bến Lức, Long An",Have certificate,,5.0,3.0,4.0
62.0,0,,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,4.0,
37.0,0,3.0,"Hoàng Mai, Hà Nội",Have certificate,,,5.0,3.0
47.0,0,4.0,"Quận 8, Hồ Chí Minh",Have certificate,,,3.0,5.0
33.9,0,5.0,"Quận 1, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,5.0
44.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Full,,4.0,4.0
35.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,4.8,5.0,3.0
66.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,,4.0,8.0
55.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.5,3.0,3.0
52.39,0,,"Nha Trang, Khánh Hòa",,,4.0,3.0,2.0
66.0,0,,"Tân Phú, Hồ Chí Minh",,,,1.0,
20.0,0,,"Đống Đa, Hà Nội",Have certificate,Basic,,5.0,3.0
70.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,,2.0,3.0
27.0,0,5.0,"Long Biên, Hà Nội",Have certificate,Full,4.0,5.0,4.0
57.0,1,,"Liên Chiểu, Đà Nẵng",Sale contract,,,,
102.0,0,,"Tân Bình, Hồ Chí Minh",Have certificate,,6.1,2.0,3.0
50.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
95.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Full,7.5,3.0,3.0
37.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Full,5.5,5.0,3.0
35.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,3.6,5.0,4.0
60.0,1,1.0,"Biên Hòa, Đồng Nai",,Full,6.5,1.0,1.0
54.0,0,5.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,6.0
54.0,0,,"Quận 4, Hồ Chí Minh",Have certificate,Full,4.0,,
91.0,1,5.0,"Hoài Đức, Hà Nội",Sale contract,,5.0,5.0,5.0
84.0,1,,"Văn Giang, Hưng Yên",,,6.0,5.0,
80.0,0,4.0,"Nha Trang, Khánh Hòa",Have certificate,Full,4.0,3.0,3.0
23.0,0,2.0,"Đống Đa, Hà Nội",Have certificate,,,5.0,5.0
30.0,0,3.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Basic,3.0,4.0,3.0
55.4,0,2.0,"Nha Trang, Khánh Hòa",Have certificate,,,1.0,2.0
50.5,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,4.5,6.0,3.0
30.0,0,3.0,"Hoàng Mai, Hà Nội",Have certificate,Full,4.0,4.0,2.0
23.5,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,,,2.0,2.0
75.0,1,3.0,"Bình Chánh, Hồ Chí Minh",Have certificate,,,3.0,4.0
40.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,3.8,5.0,6.0
96.0,1,,"Bình Chánh, Hồ Chí Minh",Have certificate,,4.0,4.0,
85.0,1,4.0,"Văn Giang, Hưng Yên",Have certificate,Full,,5.0,4.0
93.0,0,2.0,"Nha Trang, Khánh Hòa",Have certificate,,7.0,,3.0
32.0,0,3.0,"Huyện Hoài Đức, Hà Nội",Have certificate,Full,,4.0,5.0
60.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,Basic,5.0,2.0,2.0
65.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,6.0,4.0,4.0
102.0,0,3.0,"Cần Đước, Long An",Have certificate,Full,5.0,2.0,3.0
61.2,0,,"Tân Bình, Hồ Chí Minh",,,5.1,2.0,
50.0,0,,"Quận 3, Hồ Chí Minh",Have certificate,Basic,,3.0,
70.0,0,6.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,4.0,6.0
73.0,0,8.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,3.0,8.0
42.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
56.0,0,3.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
90.0,0,1.0,"An Dương, Hải Phòng",Have certificate,,4.2,1.0,1.0
35.0,0,3.0,"Cầu Giấy, Hà Nội",Have certificate,,4.4,5.0,3.0
45.0,0,3.0,"Quốc Oai, Hà Nội",Have certificate,Full,4.5,3.0,4.0
28.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,4.0,3.0,2.0
35.0,0,5.0,"Thanh Xuân, Hà Nội",Have certificate,Full,,4.0,5.0
45.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,4.0,4.0,4.0
54.0,0,,"Nam Từ Liêm, Hà Nội",Have certificate,,5.8,4.0,
50.0,0,5.0,"Long Biên, Hà Nội",Have certificate,Full,6.0,6.0,4.0
31.0,0,3.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,3.0,2.0,3.0
42.0,0,,"Long Biên, Hà Nội",Have certificate,Basic,4.0,4.0,
40.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,4.0,5.0,4.0
77.5,1,4.0,"Vũng Tàu, Bà Rịa Vũng Tàu",,,5.0,3.0,4.0
100.0,1,,"Bình Chánh, Hồ Chí Minh",,,5.0,3.0,
130.0,0,,"Thanh Hóa, Thanh Hóa",,,6.2,,
68.0,0,2.0,"Nha Trang, Khánh Hòa",Have certificate,Basic,6.0,2.0,2.0
30.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,,,5.0,3.0
45.0,0,3.0,"Thanh Khê, Đà Nẵng",Have certificate,,3.5,3.0,3.0
60.0,0,4.0,"Thuận An, Bình Dương",Have certificate,Full,,3.0,4.0
100.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,3.2,2.0,3.0
40.0,0,4.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,4.0,6.0,4.0
35.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,3.0,2.0,2.0
40.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,,,4.0,
130.0,1,8.0,"Cẩm Phả, Quảng Ninh",,,5.0,5.0,6.0
52.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Full,4.6,4.0,3.0
80.0,1,5.0,"Bình Chánh, Hồ Chí Minh",Have certificate,Basic,,3.0,4.0
59.0,0,,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.0,,
115.2,1,2.0,"Nhơn Trạch, Đồng Nai",Have certificate,,,2.0,4.0
150.0,1,2.0,"Bến Cát, Bình Dương",Have certificate,Basic,,2.0,3.0
49.5,0,4.0,"Bình Tân, Hồ Chí Minh",,,4.5,4.0,3.0
60.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,6.0,2.0,3.0
78.0,0,,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,4.0,
60.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,4.0,3.0,3.0
40.0,0,3.0,"Tân Phú, Hồ Chí Minh",,Full,4.0,3.0,3.0
117.1,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,6.0,,
40.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,5.0,5.0,3.0
61.0,0,,"Tân Bình, Hồ Chí Minh",Have certificate,,4.1,,
122.8,1,,"Long Biên, Hà Nội",Have certificate,Full,,,
41.4,0,,"Tân Phú, Hồ Chí Minh",Have certificate,,4.6,2.0,
73.0,0,2.0,"Sơn Trà, Đà Nẵng",Have certificate,Basic,,1.0,2.0
52.0,0,5.0,"Nhà Bè, Hồ Chí Minh",,,,3.0,4.0
30.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,,5.0,
49.0,0,2.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,4.2,2.0,2.0
100.0,0,4.0,"Nha Trang, Khánh Hòa",Have certificate,Full,5.0,3.0,3.0
80.0,0,,"Gò Vấp, Hồ Chí Minh",,,5.0,3.0,
36.0,0,3.0,"Ba Đình, Hà Nội",Have certificate,Full,,4.0,4.0
66.0,0,3.0,"Gò Vấp, Hồ Chí Minh",Have certificate,,,3.0,4.0
125.4,0,2.0,"Hạ Long, Quảng Ninh",Have certificate,Basic,6.0,2.0,2.0
40.0,0,,"Bắc Từ Liêm, Hà Nội",Have certificate,,4.0,5.0,6.0
120.0,1,2.0,"Biên Hòa, Đồng Nai",Sale contract,,6.0,3.0,3.0
56.3,0,2.0,"Hải Châu, Đà Nẵng",Have certificate,Basic,,1.0,2.0
32.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,,5.0,3.0
59.0,0,,"Hà Đông, Hà Nội",Have certificate,Basic,5.0,3.0,
60.0,1,6.0,"Dĩ An, Bình Dương",Have certificate,Full,5.0,4.0,4.0
45.0,0,,"Long Biên, Hà Nội",Have certificate,,,,4.0
42.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,,4.0,5.0,3.0
56.0,0,3.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,4.0,4.0,4.0
43.0,0,3.0,"Cầu Giấy, Hà Nội",Have certificate,Full,4.2,5.0,3.0
33.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,,,4.0,3.0
150.0,1,2.0,"Bến Lức, Long An",Sale contract,,16.0,1.0,3.0
67.0,0,,"Bình Tân, TPHCM",Have certificate,Basic,4.0,4.0,4.0
54.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,,,6.0,7.0
66.0,0,,"Tân Phú, Hồ Chí Minh",Have certificate,,4.0,,
100.0,0,2.0,"Liên Chiểu, Đà Nẵng",Have certificate,,,2.0,3.0
56.0,0,,"Sơn Trà, Đà Nẵng",Have certificate,,4.0,2.0,
100.0,1,5.0,"Biên Hòa, Đồng Nai",Have certificate,,5.0,4.0,4.0
45.0,0,3.0,"Quốc Oai, Hà Nội",,Full,,3.0,3.0
150.0,1,2.0,"Bến Cát, Bình Dương",Have certificate,Full,8.0,2.0,3.0
66.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,,2.0,3.0
70.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,4.0
45.0,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,3.0,2.0,3.0
52.0,0,,"Quận 9, Hồ Chí Minh",,,4.0,,
100.0,1,4.0,"Tân Uyên, Bình Dương",Have certificate,Basic,,3.0,4.0
64.0,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,4.0,3.0,3.0
53.0,0,3.0,"Quốc Oai, Hà Nội",Have certificate,Basic,,3.0,3.0
64.0,0,3.0,"Nhà Bè, Hồ Chí Minh",,,,2.0,3.0
102.34,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Basic,7.0,2.0,3.0
118.0,0,1.0,"Đống Đa, Hà Nội",Have certificate,,10.0,,1.0
60.0,0,3.0,"Quận 6, Hồ Chí Minh",Have certificate,,4.0,3.0,4.0
78.8,1,3.0,"Dĩ An, Bình Dương",Have certificate,Basic,4.0,3.0,4.0
15.22,0,1.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,3.7,,1.0
34.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,,4.0,5.0,4.0
54.0,1,,"Văn Giang, Hưng Yên",Have certificate,,4.5,5.0,
24.4,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,,5.0,3.0
52.5,0,3.0,"Quận 8, Hồ Chí Minh",Have certificate,Full,3.5,3.0,4.0
100.0,1,4.0,"Từ Sơn, Bắc Ninh",Sale contract,,5.0,3.0,4.0
58.0,0,,"Tây Hồ, Hà Nội",Have certificate,Basic,,5.0,
77.0,0,,"Quận 9, Hồ Chí Minh",Have certificate,,5.0,3.0,
187.5,0,4.0,"Tam Kỳ, Quảng Nam",,,,2.0,4.0
66.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,6.0,5.0,4.0
32.4,0,,"Quận 1, Hồ Chí Minh",Have certificate,,,2.0,
40.0,0,,"Hóc Môn, Hồ Chí Minh",Have certificate,Basic,,,2.0
100.0,1,,"Bình Chánh, Hồ Chí Minh",Have certificate,,,3.0,
56.3,0,,"Long Biên, Hà Nội",Have certificate,,,,
38.0,0,6.0,"Đống Đa, Hà Nội",,Basic,4.5,5.0,6.0
50.0,0,3.0,"Kiến An, Hải Phòng",Have certificate,Basic,4.0,3.0,3.0
107.0,0,,"Phan Thiết, Bình Thuận",Have certificate,Full,5.0,4.0,
60.0,0,4.0,"Ngô Quyền, Hải Phòng",Have certificate,Full,4.5,4.0,3.0
34.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,3.6,5.0,3.0
40.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,4.0,3.0
66.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,,4.5,2.0,2.0
72.0,0,3.0,"Hải An, Hải Phòng",Have certificate,Basic,4.0,4.0,4.0
115.0,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,,,3.0,4.0
75.0,1,5.0,"Văn Giang, Hưng Yên",Sale contract,,5.0,5.0,7.0
89.0,1,4.0,"Thanh Hóa, Thanh Hóa",Have certificate,,5.0,4.0,4.0
168.0,1,,"Tân Uyên, Bình Dương",,,,2.0,
66.1,0,4.0,"Thuận An, Bình Dương",Have certificate,Full,4.0,3.0,3.0
52.0,0,,"Phú Nhuận, Hồ Chí Minh",,,,,
40.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Basic,,4.0,4.0
62.9,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,5.5,2.0,
151.0,0,3.0,"Cần Giuộc, Long An",Have certificate,Full,4.0,2.0,4.0
40.0,0,2.0,"An Dương, Hải Phòng",Have certificate,,,2.0,2.0
60.0,0,3.0,"Tân Uyên, Bình Dương",Have certificate,Basic,,3.0,4.0
56.0,0,2.0,"Quận 4, Hồ Chí Minh",Have certificate,,,2.0,2.0
95.5,0,5.0,"Ngũ Hành Sơn, Đà Nẵng",Have certificate,,5.0,3.0,3.0
42.0,0,,"Tây Hồ, Hà Nội",,,4.0,5.0,
