area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,new_address,condo_complex
11.0,3.0,,,,3.0,2.0,2.0,Have certificate,Full,1.85,"Quận 4, Hồ Chí Minh",0
110.0,4.4,7.0,,,2.0,2.0,2.0,Have certificate,,5.0,"Quận 12, Hồ Chí Minh",0
135.0,,,,,3.0,,,,,7.55,"Từ Sơn, Bắc Ninh",1
54.0,,5.0,,,4.0,4.0,4.0,,,5.7,"Gò Vấp, Hồ Chí Minh",0
40.0,,,,,4.0,4.0,4.0,Have certificate,Basic,1.95,"Huyện Chương Mỹ, Hà Nội",0
58.3,,12.0,Tây,Tây,3.0,4.0,5.0,Have certificate,Full,5.5,"Bình Tân, Hồ Chí Minh",0
53.0,3.6,5.0,,,4.0,3.0,4.0,Have certificate,Basic,6.5,"Tân Bình, Hồ Chí Minh",0
27.0,4.6,,,,6.0,,,,,7.5,"Đống Đa, Hà Nội",0
30.0,,8.0,,,2.0,2.0,2.0,,,3.75,"Gò Vấp, Hồ Chí Minh",0
101.0,9.0,,,,1.0,,,,,4.8,"Quận 8, Hồ Chí Minh",0
20.0,,,,,2.0,2.0,2.0,Have certificate,Full,3.45,"Bình Thạnh, Hồ Chí Minh",0
72.0,,,,,5.0,4.0,4.0,Have certificate,,9.5,"Gò Vấp, Hồ Chí Minh",0
100.0,5.0,,,,,,,Have certificate,,3.3,"Phổ Yên, Thái Nguyên",1
160.0,8.0,13.0,Đông - Nam,Tây - Bắc,2.0,4.0,4.0,Sale contract,,4.55,"Phan Thiết, Bình Thuận",1
62.0,,22.0,Nam,Nam,2.0,3.0,3.0,Have certificate,Basic,2.8,"Thuận An, Bình Dương",1
65.0,6.0,4.0,Bắc,,1.0,2.0,1.0,Have certificate,Basic,1.65,"Long Điền, Bà Rịa Vũng Tàu",0
48.0,,4.0,Tây - Nam,,4.0,3.0,4.0,Have certificate,Full,6.2,"Gò Vấp, Hồ Chí Minh",0
30.6,3.0,,,,,,,Have certificate,Full,6.5,"Hà Đông, Hà Nội",0
45.0,4.3,5.0,Nam,Nam,3.0,3.0,3.0,Have certificate,Full,2.65,"Quốc Oai, Hà Nội",0
40.0,,4.0,Đông - Nam,,4.0,4.0,3.0,Have certificate,Full,5.6,"Gò Vấp, Hồ Chí Minh",0
24.3,2.38,,,,,,,Have certificate,,7.2,"Hà Đông, Hà Nội",0
65.0,,,,,3.0,4.0,4.0,Have certificate,,10.0,"Quận 3, Hồ Chí Minh",0
84.0,4.3,8.0,,,2.0,3.0,2.0,Have certificate,Full,2.45,"Biên Hòa, Đồng Nai",0
135.0,9.0,12.0,,,3.0,,,,,7.55,"Từ Sơn, Bắc Ninh",1
31.0,3.6,3.0,Tây - Bắc,Tây - Bắc,5.0,4.0,3.0,Have certificate,Basic,4.55,"Long Biên, Hà Nội",0
38.1,8.0,,,,,,,Have certificate,,5.5,"Cầu Giấy, Hà Nội",0
60.0,6.0,3.5,Tây - Nam,,4.0,4.0,4.0,Have certificate,Basic,8.0,"Quận 10, Hồ Chí Minh",0
35.0,,,,,5.0,,,Have certificate,,2.85,"Thanh Trì, Hà Nội",0
177.0,6.1,,,,2.0,3.0,4.0,Have certificate,Basic,5.46,"Hóc Môn, Hồ Chí Minh",0
100.0,6.0,,,,2.0,2.0,1.0,Have certificate,Full,2.7,"Nhơn Trạch, Đồng Nai",0
45.0,,,,,5.0,4.0,,,Full,4.45,"Long Biên, Hà Nội",0
84.0,7.0,10.0,Tây - Bắc,Tây - Bắc,3.0,8.0,6.0,Have certificate,,6.5,"Quận 8, Hồ Chí Minh",0
80.0,,6.0,,,3.0,5.0,5.0,Have certificate,Basic,6.9,"Quận 2, Hồ Chí Minh",0
52.0,,,,,,1.0,1.0,Sale contract,,7.0,"Quận 9, Hồ Chí Minh",1
70.0,,,,,4.0,5.0,,Have certificate,,7.5,"Quận 9, Hồ Chí Minh",0
58.0,,,,,3.0,3.0,3.0,Have certificate,Full,6.39,"Tân Phú, Hồ Chí Minh",0
67.0,,3.0,Đông,Đông,3.0,3.0,3.0,Have certificate,Full,4.5,"Đông Anh, Hà Nội",0
60.0,,,,,4.0,4.0,,Have certificate,Basic,4.5,"Long Biên, Hà Nội",0
64.0,,,,,,,,,,8.3,"Văn Giang, Hưng Yên",1
90.0,,,,,,,,,,3.3,"Bến Lức, Long An",1
52.0,,,,,3.0,4.0,,,,5.3,"Thủ Đức, Hồ Chí Minh",0
38.0,,3.0,Tây - Bắc,,4.0,5.0,4.0,,Full,4.35,"Hà Đông, Hà Nội",0
41.0,,,,,4.0,5.0,3.0,Have certificate,,3.6,"Hà Đông, Hà Nội",0
124.0,,,,,,4.0,2.0,,,6.3,"Hải Châu, Đà Nẵng",0
92.5,6.0,6.0,Đông - Bắc,,3.0,3.0,4.0,Have certificate,,6.95,"Liên Chiểu, Đà Nẵng",0
94.0,5.7,4.0,,,,,,Have certificate,,4.8,"Bình Tân, Hồ Chí Minh",0
45.5,3.7,,,,3.0,3.0,3.0,,Full,3.25,"Quận 3, Hồ Chí Minh",0
35.0,4.0,5.0,Đông,Đông,4.0,4.0,3.0,Have certificate,Basic,6.5,"Thanh Trì, Hà Nội",0
35.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.5,"Hà Đông, Hà Nội",0
85.0,6.08,4.0,Đông - Nam,,2.0,3.0,2.0,Have certificate,Basic,2.55,"Liên Chiểu, Đà Nẵng",0
60.0,4.0,13.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Full,8.6,"Văn Giang, Hưng Yên",1
71.0,,4.0,,,2.0,2.0,2.0,Have certificate,Basic,4.9,"Thủ Đức, Hồ Chí Minh",0
43.0,3.6,4.0,,,4.0,2.0,3.0,Have certificate,Basic,8.65,"Cầu Giấy, Hà Nội",0
39.0,4.6,,,,4.0,3.0,,Have certificate,,10.0,"Hà Đông, Hà Nội",0
64.0,5.0,10.0,Bắc,Bắc,4.0,4.0,5.0,Have certificate,,8.0,"Gò Vấp, Hồ Chí Minh",0
100.0,,6.0,Tây - Nam,Tây - Nam,,,,Have certificate,,1.7,"Thủ Thừa, Long An",0
88.6,,,,,3.0,3.0,4.0,Have certificate,,9.5,"Gò Vấp, Hồ Chí Minh",0
24.0,4.0,3.0,,,4.0,2.0,3.0,Have certificate,Full,4.28,"Đống Đa, Hà Nội",0
40.0,4.0,,,,,,,Have certificate,Basic,7.0,"Cầu Giấy, Hà Nội",0
52.0,5.0,,,,4.0,3.0,,,,4.2,"Đông Anh, Hà Nội",0
92.0,5.0,6.0,Tây - Nam,,3.0,4.0,4.0,Have certificate,,6.95,"Liên Chiểu, Đà Nẵng",0
90.0,6.0,30.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,,5.95,"Quận 9, Hồ Chí Minh",1
102.6,7.0,3.0,Đông,Đông,1.0,2.0,2.0,Have certificate,Full,5.6,"Quận 7, Hồ Chí Minh",0
150.0,7.5,5.5,Tây - Nam,,3.0,4.0,4.0,Have certificate,Full,5.0,"Liên Chiểu, Đà Nẵng",0
62.0,4.3,,,,5.0,5.0,,Have certificate,Full,8.9,"Phú Nhuận, Hồ Chí Minh",0
180.0,,,,,,,,Have certificate,,10.0,"Thanh Hóa, Thanh Hóa",1
198.5,9.0,10.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,8.0,"Biên Hòa, Đồng Nai",0
150.0,10.0,,,,5.0,,,Have certificate,,10.0,"Thanh Hóa, Thanh Hóa",1
31.0,,,,,3.0,3.0,3.0,Have certificate,Full,2.48,"Chương Mỹ, Hà Nội",0
60.0,4.0,8.0,Tây - Bắc,,3.0,4.0,5.0,Have certificate,,7.45,"Thủ Đức, Hồ Chí Minh",0
56.0,6.0,,,,4.0,4.0,4.0,Have certificate,Full,7.15,"Hai Bà Trưng, Hà Nội",0
54.0,4.85,2.0,,,2.0,3.0,2.0,Have certificate,Basic,7.5,"Quận 1, Hồ Chí Minh",0
30.0,3.25,,,,5.0,3.0,4.0,Have certificate,,4.25,"Hà Đông, Hà Nội",0
78.5,,,Tây - Bắc,,4.0,,,,,4.9,"Vũng Tàu, Bà Rịa Vũng Tàu",1
75.0,5.0,12.0,Nam,Nam,3.0,4.0,4.0,Have certificate,,4.25,"Thủy Nguyên, Hải Phòng",1
108.0,,,,,,,,Have certificate,,7.7,"Dĩ An, Bình Dương",1
59.0,5.0,5.0,,,3.0,9.0,9.0,Have certificate,Basic,6.0,"Tân Bình, Hồ Chí Minh",0
100.0,,,,,,,,Have certificate,Full,7.0,"Quận 12, Hồ Chí Minh",1
400.0,,,,,2.0,2.0,,,Full,8.0,"Phú Quốc, Kiên Giang",1
58.0,4.0,4.0,,,,5.0,5.0,Have certificate,Full,6.2,"Gò Vấp, Hồ Chí Minh",0
32.0,,,,,5.0,3.0,,Have certificate,Full,5.5,"Đống Đa, Hà Nội",0
30.0,3.8,2.0,Tây,Tây,5.0,3.0,3.0,Have certificate,,4.6,"Hoàng Mai, Hà Nội",0
40.0,,,,,1.0,2.0,2.0,Have certificate,,1.3,"Bình Chánh, Hồ Chí Minh",0
37.0,,,,,5.0,3.0,4.0,Have certificate,Full,7.3,"Long Biên, Hà Nội",0
75.0,6.0,,Đông - Nam,,5.0,,,Sale contract,,10.0,"Văn Giang, Hưng Yên",0
60.0,4.0,13.0,Tây - Bắc,Tây - Bắc,5.0,7.0,4.0,Have certificate,Basic,8.6,"Văn Giang, Hưng Yên",1
100.0,36.0,36.0,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,,5.0,"Thủ Dầu Một, Bình Dương",1
127.0,4.5,,,,2.0,3.0,2.0,Have certificate,Full,8.45,"Bình Tân, Hồ Chí Minh",0
48.0,4.0,,,,3.0,4.0,3.0,Have certificate,Full,5.0,"Tân Bình, Hồ Chí Minh",0
90.8,6.0,16.0,Đông - Bắc,Đông - Bắc,4.0,5.0,6.0,Have certificate,Full,8.5,"Nha Trang, Khánh Hòa",1
39.0,4.5,50.0,,,6.0,3.0,4.0,Have certificate,Basic,7.5,"Hai Bà Trưng, Hà Nội",0
54.0,,,,,2.0,,,,,4.1,"Tân Bình, Hồ Chí Minh",0
40.0,3.4,,,,4.0,4.0,5.0,,,8.15,"Cầu Giấy, Hà Nội",0
35.0,3.6,4.0,,,3.0,3.0,2.0,Have certificate,Full,3.75,"Quận 4, Hồ Chí Minh",0
80.0,4.0,3.5,,,2.0,2.0,,Have certificate,,2.5,"Cẩm Lệ, Đà Nẵng",0
98.7,6.0,3.0,Đông - Nam,Đông - Nam,2.0,7.0,4.0,Have certificate,Basic,5.2,"Quận 7, Hồ Chí Minh",0
70.0,5.0,11.5,,,4.0,,,,,5.6,"Mê Linh, Hà Nội",1
75.0,5.0,30.0,,,2.0,3.0,2.0,Have certificate,Full,1.68,"Cần Giuộc, Long An",0
105.0,6.0,13.0,Đông - Nam,Đông - Nam,,,,Have certificate,,9.8,"Văn Giang, Hưng Yên",1
54.0,3.8,4.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,5.65,"Tân Phú, Hồ Chí Minh",0
36.0,4.0,5.0,Đông - Bắc,Tây - Nam,3.0,3.0,3.0,Have certificate,Full,3.0,"Hoài Đức, Hà Nội",0
70.0,5.0,,,,5.0,7.0,8.0,Have certificate,,6.9,"Bình Thạnh, Hồ Chí Minh",0
60.0,,,,,3.0,4.0,4.0,,,3.7,"Thuận An, Bình Dương",0
32.0,,12.0,,,5.0,5.0,5.0,Have certificate,Basic,9.5,"Ba Đình, Hà Nội",0
60.0,4.0,5.0,Đông - Nam,,3.0,4.0,3.0,Have certificate,Full,5.2,"Thủ Đức, Hồ Chí Minh",0
33.0,3.3,2.0,Đông - Nam,,5.0,3.0,3.0,Have certificate,Full,7.5,"Tây Hồ, Hà Nội",0
49.5,4.5,4.3,Tây - Nam,,3.0,2.0,2.0,Have certificate,Full,4.15,"Quận 4, Hồ Chí Minh",0
33.0,4.5,2.5,,,5.0,3.0,4.0,Have certificate,,3.65,"Hà Đông, Hà Nội",0
105.0,7.0,15.0,Đông,Đông,4.0,6.0,4.0,Have certificate,Basic,6.7,"Kim Bảng, Hà Nam",1
60.0,5.0,7.5,Nam,Nam,4.0,,,Have certificate,,3.16,"Thanh Hóa, Thanh Hóa",1
83.0,5.0,20.5,Đông - Bắc,Đông - Bắc,4.0,,,Have certificate,,6.0,"Sầm Sơn, Thanh Hóa",1
151.0,,,,,2.0,2.0,3.0,Have certificate,Basic,5.7,"Quận 8, Hồ Chí Minh",1
68.0,4.5,,,,3.0,4.0,4.0,Have certificate,,6.7,"Bình Tân, Hồ Chí Minh",0
41.5,6.0,,,,5.0,,,,,4.9,"Bắc Từ Liêm, Hà Nội",0
56.0,4.0,13.0,Tây - Bắc,Tây - Bắc,5.0,7.0,4.0,,Basic,7.5,"Văn Giang, Hưng Yên",1
66.0,6.0,8.0,,,,5.0,4.0,Have certificate,Full,9.9,"Quận 10, Hồ Chí Minh",0
36.0,4.0,,,,3.0,4.0,3.0,Have certificate,,3.5,"Quận 8, Hồ Chí Minh",0
40.0,,,,,4.0,4.0,,Have certificate,Basic,8.5,"Ba Đình, Hà Nội",0
120.0,,26.0,,,3.0,,,Have certificate,,7.54,"Từ Sơn, Bắc Ninh",1
45.0,,3.0,,,4.0,5.0,4.0,Have certificate,Basic,6.0,"Hai Bà Trưng, Hà Nội",0
360.0,,,,,1.0,2.0,2.0,Sale contract,Basic,8.9,"Thành phố Phú Quốc, Kiên Giang",1
123.0,11.0,60.0,,,3.0,,,,,5.7,"Biên Hòa, Đồng Nai",1
40.0,4.4,,,,4.0,3.0,3.0,Have certificate,Basic,9.9,"Cầu Giấy, Hà Nội",0
78.0,6.0,13.0,Đông - Nam,Đông - Nam,5.0,9.0,8.0,Sale contract,,9.45,"Văn Giang, Hưng Yên",1
78.0,6.0,13.0,Tây - Nam,Tây - Nam,5.0,8.0,4.0,,,9.29,"Văn Giang, Hưng Yên",1
129.5,,,,,2.0,,,,,5.1,"Thuận An, Bình Dương",1
33.0,4.0,4.0,Nam,Nam,5.0,4.0,4.0,Have certificate,Full,5.0,"Nam Từ Liêm, Hà Nội",0
75.0,5.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,2.25,"Bình Chánh, Hồ Chí Minh",0
34.0,5.0,2.0,,,5.0,3.0,4.0,Have certificate,,5.95,"Ba Đình, Hà Nội",0
45.0,3.5,7.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,,Full,4.5,"Nam Từ Liêm, Hà Nội",0
28.0,3.5,7.0,,,,,,Have certificate,,2.68,"Bình Tân, Hồ Chí Minh",0
37.0,,,,,3.0,2.0,,Have certificate,,5.5,"Thanh Xuân, Hà Nội",0
38.0,,,,,5.0,4.0,5.0,,,9.1,"Tân Bình, Hồ Chí Minh",0
54.0,,5.0,,,4.0,4.0,5.0,Have certificate,,6.2,"Tân Bình, Hồ Chí Minh",0
35.0,3.5,,,,5.0,,,Have certificate,,5.1,"Tây Hồ, Hà Nội",0
58.0,,,,,4.0,2.0,3.0,Have certificate,Basic,5.6,"Hai Bà Trưng, Hà Nội",0
45.0,4.0,5.0,,,2.0,,,Have certificate,,3.5,"Gia Lâm, Hà Nội",0
45.0,6.2,4.0,,,5.0,5.0,5.0,Have certificate,Full,7.68,"Đống Đa, Hà Nội",0
126.2,5.6,12.0,,Đông - Bắc,1.0,2.0,1.0,,,6.9,"Quận 12, Hồ Chí Minh",0
173.0,5.0,5.0,,,,2.0,,Have certificate,,2.4,"Dĩ An, Bình Dương",0
55.0,,3.5,,,4.0,5.0,4.0,Have certificate,Full,5.5,"Long Biên, Hà Nội",0
75.0,5.0,7.0,,,5.0,5.0,5.0,Have certificate,,8.8,"Hồng Bàng, Hải Phòng",0
68.0,4.0,3.0,,,2.0,6.0,6.0,Have certificate,,4.95,"Quận 8, Hồ Chí Minh",0
44.0,3.5,5.0,,,3.0,4.0,3.0,Have certificate,Basic,3.8,"Thủ Đức, Hồ Chí Minh",0
35.0,,,,,5.0,3.0,,Have certificate,,4.7,"Hà Đông, Hà Nội",0
90.0,,8.0,,,1.0,3.0,2.0,Have certificate,Full,2.13,"Biên Hòa, Đồng Nai",0
35.0,,,,,4.0,4.0,3.0,Have certificate,Full,3.3,"Hà Đông, Hà Nội",0
30.0,,,,,5.0,3.0,,Have certificate,Full,3.88,"Thanh Xuân, Hà Nội",0
36.0,,5.0,,,5.0,4.0,4.0,Have certificate,Basic,5.65,"Nam Từ Liêm, Hà Nội",0
38.0,,,,,6.0,4.0,3.0,Have certificate,Basic,6.25,"Thanh Xuân, Hà Nội",0
37.0,,3.0,,,5.0,4.0,4.0,Have certificate,Full,6.5,"Đống Đa, Hà Nội",0
70.0,,,,,5.0,5.0,5.0,Have certificate,Full,6.01,"Gò Vấp, Hồ Chí Minh",0
72.0,,,,,2.0,6.0,4.0,Have certificate,,6.75,"Quận 6, Hồ Chí Minh",0
41.0,,2.8,,,5.0,3.0,4.0,Have certificate,Full,5.7,"Long Biên, Hà Nội",0
80.0,5.0,2.0,Đông,Đông,5.0,5.0,6.0,Have certificate,,9.5,"Ba Đình, Hà Nội",0
98.0,6.0,5.0,Đông - Nam,,2.0,3.0,2.0,,,9.6,"Tây Hồ, Hà Nội",0
60.0,4.0,9.0,Đông,Đông,3.0,5.0,5.0,Have certificate,Basic,7.6,"Bình Tân, Hồ Chí Minh",0
120.0,,20.0,Đông - Bắc,Tây - Nam,2.0,3.0,3.0,Sale contract,,3.5,"Phan Thiết, Bình Thuận",1
82.5,,,Đông - Nam,,2.0,3.0,2.0,Have certificate,Full,4.8,"Nhà Bè, Hồ Chí Minh",0
40.0,4.2,,,,5.0,6.0,4.0,Have certificate,Full,4.7,"Hà Đông, Hà Nội",0
81.0,4.5,9.0,Nam,Nam,5.0,5.0,5.0,,,5.8,"Tiên Du, Bắc Ninh",0
35.0,4.0,4.0,Đông - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Full,2.4,"Chương Mỹ, Hà Nội",0
157.0,10.0,3.0,Đông - Nam,Tây - Nam,4.0,7.0,7.0,Have certificate,Basic,10.0,"Bình Thạnh, Hồ Chí Minh",0
41.0,,,,,4.0,4.0,3.0,Have certificate,,5.15,"Hà Đông, Hà Nội",0
310.0,9.1,,,,,,,,,3.8,"Phan Thiết, Bình Thuận",0
66.0,4.1,7.0,,,4.0,5.0,6.0,Have certificate,Basic,6.8,"Bình Tân, Hồ Chí Minh",0
60.0,4.0,3.0,,,3.0,4.0,6.0,Have certificate,Basic,4.8,"Quận 7, Hồ Chí Minh",0
80.0,5.0,20.0,Đông - Nam,Đông - Nam,5.0,,,,,10.0,"Văn Giang, Hưng Yên",1
80.0,8.0,,,,4.0,4.0,3.0,Have certificate,Full,4.8,"Thanh Trì, Hà Nội",0
85.0,5.0,6.0,Nam,,3.0,4.0,4.0,Have certificate,Full,5.99,"Quận 12, Hồ Chí Minh",0
96.0,8.0,20.0,Tây,,3.0,5.0,4.0,Have certificate,,5.5,"Sơn Dương, Tuyên Quang",1
49.1,3.86,50.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,,3.5,"Thủ Đức, Hồ Chí Minh",0
60.0,,,,,,,,Have certificate,,10.0,"Văn Giang, Hưng Yên",1
50.0,,,,,5.0,,,Have certificate,Full,8.7,"Cầu Giấy, Hà Nội",0
85.0,,,,,3.0,3.0,4.0,Have certificate,Full,4.0,"Bình Chánh, Hồ Chí Minh",0
70.0,7.0,2.5,Tây - Bắc,Tây - Nam,4.0,4.0,4.0,Have certificate,Full,9.8,"Thanh Xuân, Hà Nội",0
111.4,,,,,4.0,,,,,6.9,"Phan Thiết, Bình Thuận",1
37.0,4.6,3.5,Bắc,Bắc,6.0,4.0,3.0,Have certificate,Full,7.5,"Hai Bà Trưng, Hà Nội",0
30.0,3.5,3.0,Tây - Nam,Tây - Nam,5.0,3.0,4.0,Have certificate,Basic,3.2,"Thanh Trì, Hà Nội",0
160.0,6.0,20.0,Đông - Nam,Đông - Bắc,2.0,4.0,3.0,Sale contract,,4.55,"Phan Thiết, Bình Thuận",1
37.0,3.8,3.0,,,6.0,3.0,4.0,Have certificate,Full,8.0,"Thanh Xuân, Hà Nội",0
177.0,17.0,13.0,,,2.0,5.0,7.0,Have certificate,Full,6.8,"Nha Trang, Khánh Hòa",0
31.0,5.1,,,,3.0,4.0,3.0,Have certificate,,5.6,"Ba Đình, Hà Nội",0
56.5,,,,,3.0,4.0,3.0,Have certificate,,4.7,"Quận 4, Hồ Chí Minh",0
90.0,,,,,3.0,4.0,3.0,Have certificate,,3.0,"Bến Lức, Long An",1
36.0,4.5,20.0,Đông,Đông,4.0,3.0,4.0,Have certificate,Basic,4.0,"Quận Hà Đông, Hà Nội",0
60.0,4.0,20.0,Tây - Bắc,Tây - Bắc,5.0,6.0,4.0,Have certificate,Basic,8.6,"Văn Giang, Hưng Yên",1
47.0,3.5,,,,4.0,3.0,3.0,,,6.45,"Hà Đông, Hà Nội",0
44.0,4.5,10.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,8.5,"Hải Châu, Đà Nẵng",0
114.0,,,,,4.0,,,Sale contract,,9.2,"Thủ Dầu Một, Bình Dương",1
36.0,,,,,5.0,3.0,3.0,Have certificate,,6.05,"Thanh Xuân, Hà Nội",0
245.0,,12.0,Tây - Nam,Nam,1.0,,,Have certificate,,7.6,"Thủ Đức, Hồ Chí Minh",0
38.0,,,,,5.0,,,Have certificate,Full,4.5,"Long Biên, Hà Nội",0
62.12,5.5,,,,3.0,2.0,2.0,Have certificate,Full,5.7,"Tháp Chàm, Ninh Thuận",0
63.0,4.7,3.0,Nam,Nam,4.0,4.0,3.0,Have certificate,Basic,8.6,"Bắc Từ Liêm, Hà Nội",0
32.0,,,,,6.0,3.0,,,,6.5,"Đống Đa, Hà Nội",0
21.0,,5.0,,,3.0,2.0,2.0,Have certificate,,1.53,"Nhà Bè, Hồ Chí Minh",0
31.0,,,,,5.0,3.0,4.0,Have certificate,,9.5,"Ba Đình, Hà Nội",0
36.0,,,,,4.0,5.0,4.0,Have certificate,Full,6.25,"Phú Nhuận, Hồ Chí Minh",0
120.0,,56.0,,,3.0,,,Have certificate,,8.6,"Từ Sơn, Bắc Ninh",1
32.0,3.0,2.3,,,5.0,5.0,3.0,Have certificate,,3.7,"Hà Đông, Hà Nội",0
48.0,,,Đông - Nam,,5.0,,,,,5.5,"Văn Giang, Hưng Yên",1
45.0,,,,,,,1.0,Sale contract,,5.9,"Quận 9, Hồ Chí Minh",1
55.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.29,"Long Biên, Hà Nội",0
41.0,4.5,,,,5.0,,,Have certificate,Full,6.6,"Cầu Giấy, Hà Nội",0
41.5,4.0,6.0,Nam,,4.0,5.0,3.0,Have certificate,Full,7.7,"Gò Vấp, Hồ Chí Minh",0
68.0,,15.0,,,,,,Have certificate,,4.6,"Kiến An, Hải Phòng",1
35.0,,,,,5.0,2.0,2.0,,,6.85,"Ba Đình, Hà Nội",0
90.0,,,,,3.0,4.0,,,,8.7,"Thủ Dầu Một, Bình Dương",1
160.0,8.0,13.0,Đông - Nam,Tây - Bắc,2.0,3.0,3.0,Sale contract,,4.65,"Phan Thiết, Bình Thuận",1
175.0,10.0,9.0,Đông,Đông,3.0,5.0,3.0,Have certificate,Full,9.1,"Vinh, Nghệ An",0
30.5,4.0,3.0,Tây - Nam,Tây - Nam,4.0,3.0,3.0,Have certificate,Full,2.65,"Hoài Đức, Hà Nội",0
127.0,9.0,5.0,Bắc,Đông - Bắc,1.0,2.0,1.0,Have certificate,Basic,2.16,"Cẩm Phả, Quảng Ninh",0
120.0,5.0,,,,2.0,3.0,3.0,Have certificate,Full,4.55,"Cẩm Lệ, Đà Nẵng",0
50.0,4.0,6.0,Đông - Bắc,Đông - Bắc,4.0,4.0,3.0,Have certificate,,3.7,"Hồng Bàng, Hải Phòng",1
60.0,10.0,10.0,,,3.0,5.0,3.0,Have certificate,,9.99,"Tân Bình, Hồ Chí Minh",0
91.0,4.0,5.0,,,4.0,4.0,4.0,Have certificate,,9.3,"Gò Vấp, Hồ Chí Minh",0
27.0,3.0,3.0,,,3.0,4.0,2.0,Have certificate,,1.99,"Nhà Bè, Hồ Chí Minh",0
74.0,,,,,5.0,7.0,,Have certificate,,5.5,"Nam Từ Liêm, Hà Nội",0
32.0,3.5,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,3.95,"Long Biên, Hà Nội",0
52.0,4.6,6.0,,,4.0,4.0,4.0,Have certificate,,8.6,"Bắc Từ Liêm, Hà Nội",0
50.0,4.0,3.0,Tây - Nam,Tây - Nam,3.0,3.0,3.0,Have certificate,Full,2.75,"Ngô Quyền, Hải Phòng",0
36.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,2.8,"Thanh Trì, Hà Nội",0
50.0,5.0,2.0,Tây - Bắc,Tây - Bắc,6.0,4.0,5.0,Have certificate,Basic,6.5,"Long Biên, Hà Nội",0
70.0,4.5,2.5,Tây - Bắc,Tây - Bắc,5.0,5.0,5.0,Have certificate,Basic,10.0,"Tây Hồ, Hà Nội",0
97.3,5.0,,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,3.49,"Liên Chiểu, Đà Nẵng",0
90.0,6.0,15.0,Đông - Bắc,Đông - Bắc,5.0,5.0,5.0,Have certificate,,8.79,"Văn Giang, Hưng Yên",1
50.0,,,,,6.0,4.0,5.0,Have certificate,Full,7.55,"Hai Bà Trưng, Hà Nội",0
35.0,,,,,6.0,4.0,5.0,Have certificate,Full,7.8,"Long Biên, Hà Nội",0
45.0,4.0,2.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,,Full,1.49,"Ngô Quyền, Hải Phòng",0
80.0,4.0,5.0,,,2.0,3.0,4.0,Have certificate,,4.25,"Hóc Môn, Hồ Chí Minh",0
34.0,,,,,5.0,4.0,,Have certificate,,4.3,"Thanh Trì, Hà Nội",0
60.0,,,,,3.0,3.0,2.0,Have certificate,,5.9,"Gò Vấp, Hồ Chí Minh",0
34.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.3,"Hà Đông, Hà Nội",0
160.0,8.0,13.0,Đông - Bắc,,3.0,4.0,4.0,,,6.2,"Biên Hòa, Đồng Nai",1
51.0,,,,,,,,Have certificate,,1.85,"Biên Hòa, Đồng Nai",0
68.0,,3.0,,,,6.0,6.0,Have certificate,Basic,4.95,"Quận 8, Hồ Chí Minh",0
60.0,,,Nam,,,,,Have certificate,Full,5.0,"Móng Cái, Quảng Ninh",1
36.0,4.0,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,,4.55,"Hoài Đức, Hà Nội",0
110.0,,,,,3.0,3.0,3.0,Have certificate,,5.9,"Thủ Dầu Một, Bình Dương",0
42.0,4.0,4.0,,,2.0,2.0,2.0,Have certificate,Full,1.9,"Bình Tân, Hồ Chí Minh",0
75.0,5.0,,,,4.0,,,Have certificate,,4.3,"Từ Sơn, Bắc Ninh",1
35.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,3.4,"Hà Đông, Hà Nội",0
37.0,5.0,8.0,,,4.0,3.0,3.0,Have certificate,,3.4,"Chương Mỹ, Hà Nội",0
55.0,,,Tây,,2.0,3.0,2.0,Have certificate,,4.75,"Quận 7, Hồ Chí Minh",0
56.0,5.2,,Đông - Bắc,,4.0,2.0,3.0,Have certificate,Full,6.1,"Long Biên, Hà Nội",0
200.0,2.0,6.0,,,4.0,5.0,3.0,Have certificate,Basic,6.0,"Thanh Hóa, Thanh Hóa",0
